loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,emp_cat,ir_cat
0,14000,7.51,A,5,RENT,36000,34,0-15,0-8
1,6000,16.45,E,5,MORTGAGE,65600,25,0-15,13.5+
1,8000,14.84,D,0,RENT,70000,22,0-15,13.5+
0,13600,15.58,D,12,RENT,49000,36,0-15,13.5+
0,9000,NA,D,3,RENT,70000,29,0-15,Missing
0,10000,15.95,D,4,OWN,50000,30,0-15,13.5+
0,7000,6.76,A,13,MORTGAGE,52800,22,0-15,0-8
0,5000,NA,C,6,RENT,45600,25,0-15,Missing
0,8000,7.51,A,2,RENT,52000,24,0-15,0-8
0,10000,7.51,A,7,RENT,71496,23,0-15,0-8
1,3250,NA,C,4,RENT,10200,22,0-15,Missing
0,5400,15.21,D,4,MORTGAGE,85000,25,0-15,13.5+
0,5600,14.84,D,3,RENT,30000,28,0-15,13.5+
0,3000,11.86,B,26,RENT,30000,24,15-30,11-13.5
0,1800,7.14,A,0,RENT,35000,24,0-15,0-8
0,4000,10.75,B,3,MORTGAGE,75000,29,0-15,11-Aug
0,2500,NA,C,5,RENT,60000,22,0-15,Missing
0,7750,7.88,A,2,OWN,23004,40,0-15,0-8
0,12000,11.86,B,11,MORTGAGE,37000,32,0-15,11-13.5
0,10000,11.12,B,3,RENT,80000,25,0-15,11-13.5
0,25000,11.12,B,5,MORTGAGE,110000,30,0-15,11-13.5
0,10000,7.88,A,20,MORTGAGE,122400,32,15-30,0-8
0,15000,13.61,C,0,RENT,70000,30,0-15,13.5+
0,9000,7.14,A,3,MORTGAGE,25000,24,0-15,0-8
0,1500,10.75,B,2,RENT,57996,24,0-15,11-Aug
0,15000,7.51,A,NA,MORTGAGE,40800,33,Missing,0-8
0,5000,10.75,B,NA,OWN,24468,24,Missing,11-Aug
0,25000,17.93,E,9,MORTGAGE,92000,24,0-15,13.5+
0,8000,7.88,A,5,MORTGAGE,70000,25,0-15,0-8
0,8000,7.51,A,13,MORTGAGE,84000,24,0-15,0-8
0,7500,7.88,A,16,MORTGAGE,46300,31,15-30,0-8
0,2750,14.84,D,9,RENT,16800,29,0-15,13.5+
0,1000,11.49,B,7,OWN,55000,23,0-15,11-13.5
0,10000,13.98,C,5,OWN,64999.92,26,0-15,13.5+
0,7300,13.61,C,1,OWN,26400,22,0-15,13.5+
0,13000,10.38,B,0,MORTGAGE,43800,25,0-15,11-Aug
0,25000,15.58,D,2,RENT,165000,51,0-15,13.5+
0,5500,7.51,A,6,OWN,54996,39,0-15,0-8
0,20000,NA,A,13,RENT,889000,42,0-15,Missing
0,25000,17.93,E,19,MORTGAGE,285000,30,15-30,13.5+
0,7000,15.58,D,3,OWN,24996,21,0-15,13.5+
1,6000,11.12,B,7,RENT,68065.44,26,0-15,11-13.5
0,1000,13.98,C,0,RENT,24960,21,0-15,13.5+
0,3000,6.39,A,2,MORTGAGE,36000,30,0-15,0-8
0,1600,15.21,D,NA,RENT,57600,34,Missing,13.5+
0,9000,15.21,D,0,RENT,50000,33,0-15,13.5+
0,16000,11.12,B,0,RENT,55000,27,0-15,11-13.5
0,12000,13.23,C,11,RENT,96000,30,0-15,11-13.5
0,15000,7.88,A,14,MORTGAGE,55000,25,0-15,0-8
0,8000,10.75,B,5,MORTGAGE,550000,40,0-15,11-Aug
0,7200,14.72,C,13,RENT,68400,23,0-15,13.5+
0,14000,7.14,A,39,OWN,71000,29,30-45,0-8
0,8000,17.19,E,3,MORTGAGE,150000,27,0-15,13.5+
0,8000,19.79,F,0,RENT,41000,21,0-15,13.5+
0,18000,10.38,B,0,RENT,55000,32,0-15,11-Aug
0,7600,11.12,B,NA,RENT,41412,25,Missing,11-13.5
0,5000,14.35,C,0,RENT,16800,32,0-15,13.5+
0,24000,7.88,A,18,MORTGAGE,83004,22,15-30,0-8
0,10000,14.72,C,3,RENT,33600,27,0-15,13.5+
0,7750,7.51,A,15,MORTGAGE,65000,31,0-15,0-8
0,9000,7.51,A,1,RENT,50000,33,0-15,0-8
0,10800,7.14,A,6,RENT,77000,37,0-15,0-8
0,12000,15.21,D,2,MORTGAGE,87504,28,0-15,13.5+
0,7000,14.35,C,21,MORTGAGE,65000,47,15-30,13.5+
0,10800,10.75,B,2,RENT,50000,25,0-15,11-Aug
0,14400,7.51,A,2,OWN,61000,42,0-15,0-8
0,21600,14.35,C,2,RENT,63000,26,0-15,13.5+
0,6000,15.58,D,2,RENT,35000,30,0-15,13.5+
0,5000,11.49,B,2,RENT,27036,37,0-15,11-13.5
0,6875,11.86,B,5,RENT,80266,25,0-15,11-13.5
0,2350,13.98,C,6,RENT,44400,25,0-15,13.5+
0,3500,6.76,A,6,OWN,65000,24,0-15,0-8
0,9000,7.51,A,4,OWN,139380,45,0-15,0-8
0,15000,7.88,A,13,MORTGAGE,72000,25,0-15,0-8
0,4000,NA,B,1,RENT,34200,25,0-15,Missing
0,15000,7.51,A,1,MORTGAGE,95004,27,0-15,0-8
1,7200,10.38,B,2,RENT,55700,25,0-15,11-Aug
0,1800,14.35,C,NA,RENT,12000,30,Missing,13.5+
0,25000,15.58,D,2,MORTGAGE,50000,24,0-15,13.5+
0,20000,14.84,D,6,RENT,60000,23,0-15,13.5+
1,8000,15.58,D,15,OWN,45678.84,28,0-15,13.5+
0,5000,7.88,A,21,RENT,10800,24,15-30,0-8
1,10000,10.38,B,7,RENT,30000,28,0-15,11-Aug
0,6000,7.14,A,7,RENT,26004,27,0-15,0-8
0,9000,7.14,A,1,RENT,57000,23,0-15,0-8
0,3000,10.75,B,6,RENT,69996,40,0-15,11-Aug
0,25000,11.49,B,8,MORTGAGE,74000,29,0-15,11-13.5
0,2500,6.39,A,11,MORTGAGE,81800,22,0-15,0-8
0,12000,16.45,E,2,MORTGAGE,30000,23,0-15,13.5+
0,5000,11.86,B,3,RENT,54996,26,0-15,11-13.5
1,5000,11.49,B,7,MORTGAGE,86700,27,0-15,11-13.5
0,20000,11.49,B,20,RENT,90000,26,15-30,11-13.5
0,8000,13.61,C,13,MORTGAGE,120000,23,0-15,13.5+
0,10000,11.86,B,16,MORTGAGE,77256,39,15-30,11-13.5
0,9100,7.88,A,0,RENT,125000,33,0-15,0-8
0,8400,13.61,C,13,MORTGAGE,49901.52,36,0-15,13.5+
0,8700,6.76,A,5,MORTGAGE,72000,23,0-15,0-8
1,5000,7.88,A,8,OWN,65000,27,0-15,0-8
1,8000,15.58,D,1,OWN,38400,33,0-15,13.5+
0,15000,10.38,B,12,MORTGAGE,64000,26,0-15,11-Aug
0,1675,15.21,D,1,RENT,28800,23,0-15,13.5+
0,16000,7.88,A,2,MORTGAGE,102960,24,0-15,0-8
0,1000,11.12,B,7,RENT,42000,35,0-15,11-13.5
0,25000,10.75,B,4,MORTGAGE,175000,33,0-15,11-Aug
0,15000,7.88,A,6,RENT,38000,22,0-15,0-8
0,6250,6.76,A,9,MORTGAGE,65000,23,0-15,0-8
0,3000,7.88,A,1,RENT,57000,24,0-15,0-8
1,13000,7.88,A,3,RENT,54000,22,0-15,0-8
0,4500,7.51,A,16,MORTGAGE,84906,27,15-30,0-8
1,6000,7.88,A,5,RENT,35000,23,0-15,0-8
0,6300,10.75,B,4,RENT,54380,29,0-15,11-Aug
0,3500,15.58,D,14,MORTGAGE,40000,28,0-15,13.5+
0,4000,13.61,C,1,RENT,36000,34,0-15,13.5+
0,18000,NA,A,2,RENT,1.00E+05,32,0-15,Missing
0,10000,7.14,A,18,MORTGAGE,106000,23,15-30,0-8
0,6000,11.12,B,11,OWN,69000,29,0-15,11-13.5
0,5000,10.75,B,3,MORTGAGE,54996,22,0-15,11-Aug
0,5000,14.84,D,8,RENT,98760,43,0-15,13.5+
0,4500,11.49,B,3,MORTGAGE,83004,29,0-15,11-13.5
0,7200,13.61,C,2,RENT,75000,22,0-15,13.5+
0,4500,6.76,A,2,MORTGAGE,80000,29,0-15,0-8
0,5600,15.21,D,9,OWN,96000,27,0-15,13.5+
0,2000,14.84,D,0,MORTGAGE,21600,24,0-15,13.5+
0,7200,13.98,C,2,RENT,65000,28,0-15,13.5+
1,6000,11.49,B,2,RENT,30000,28,0-15,11-13.5
0,3000,11.12,B,3,MORTGAGE,55000,24,0-15,11-13.5
0,2400,10.75,B,0,MORTGAGE,60000,29,0-15,11-Aug
1,5000,7.14,A,11,MORTGAGE,54000,26,0-15,0-8
0,8500,7.14,A,11,MORTGAGE,58000,25,0-15,0-8
0,16000,NA,D,0,OWN,60000,21,0-15,Missing
0,6000,7.51,A,4,RENT,63000,29,0-15,0-8
0,20000,19.79,F,0,RENT,55000,26,0-15,13.5+
0,8400,14.84,D,0,MORTGAGE,120000,43,0-15,13.5+
0,20000,11.12,B,2,MORTGAGE,125000,32,0-15,11-13.5
1,1400,11.49,B,5,RENT,41652,26,0-15,11-13.5
0,10000,13.23,C,1,RENT,51996,26,0-15,11-13.5
0,19600,7.88,A,7,MORTGAGE,57500,29,0-15,0-8
0,14000,NA,C,23,MORTGAGE,60000,24,15-30,Missing
0,25000,17.56,E,5,RENT,66504,41,0-15,13.5+
1,6000,16.45,E,0,RENT,50000,34,0-15,13.5+
0,10000,NA,A,4,MORTGAGE,33996,33,0-15,Missing
0,6000,7.88,A,9,RENT,21600,27,0-15,0-8
0,5200,10.75,B,3,RENT,75000,29,0-15,11-Aug
0,3000,11.12,B,2,RENT,180000,25,0-15,11-13.5
0,4000,13.98,C,14,OWN,60000,27,0-15,13.5+
1,5600,13.23,C,0,RENT,39000,22,0-15,11-13.5
1,10000,7.88,A,13,OWN,45000,29,0-15,0-8
0,9000,7.14,A,34,MORTGAGE,70000,32,30-45,0-8
0,6400,13.23,C,2,RENT,93500,24,0-15,11-13.5
1,8500,13.23,C,2,RENT,45000,25,0-15,11-13.5
0,8000,13.61,C,7,MORTGAGE,72000,23,0-15,13.5+
0,3600,7.14,A,10,MORTGAGE,62000,29,0-15,0-8
0,5000,7.51,A,1,RENT,38250,27,0-15,0-8
1,2000,13.61,C,4,RENT,50004,36,0-15,13.5+
0,8000,7.14,A,4,RENT,50000,28,0-15,0-8
0,10000,11.12,B,27,MORTGAGE,147500,28,15-30,11-13.5
0,4200,7.88,A,NA,OWN,27000,30,Missing,0-8
0,5500,NA,B,14,MORTGAGE,46800,31,0-15,Missing
0,7500,15.21,D,0,MORTGAGE,175000,26,0-15,13.5+
0,3000,13.61,C,2,OWN,24000,22,0-15,13.5+
0,15000,NA,B,14,RENT,48000,25,0-15,Missing
0,24250,11.12,B,12,MORTGAGE,140000,29,0-15,11-13.5
0,15000,11.49,B,17,MORTGAGE,95000,35,15-30,11-13.5
0,12000,7.88,A,1,MORTGAGE,85000,24,0-15,0-8
1,12000,13.61,C,6,MORTGAGE,78000,23,0-15,13.5+
0,6000,14.72,C,5,MORTGAGE,25000,28,0-15,13.5+
0,5500,11.86,B,2,RENT,30000,22,0-15,11-13.5
0,18750,10.38,B,2,RENT,70000,22,0-15,11-Aug
0,1700,14.72,C,2,RENT,45000,23,0-15,13.5+
0,10000,NA,D,2,RENT,50784,33,0-15,Missing
0,16750,10.75,B,1,RENT,44500,22,0-15,11-Aug
0,5000,11.12,B,27,MORTGAGE,86000,26,15-30,11-13.5
1,7000,NA,D,0,RENT,38000,22,0-15,Missing
0,23500,11.12,B,2,RENT,40000,29,0-15,11-13.5
0,3000,NA,D,2,MORTGAGE,140000,34,0-15,Missing
0,7000,7.14,A,2,RENT,44000,27,0-15,0-8
0,2500,7.88,A,3,RENT,18000,21,0-15,0-8
0,13750,14.84,D,8,MORTGAGE,43200,47,0-15,13.5+
0,4000,7.14,A,1,MORTGAGE,65200,22,0-15,0-8
1,5000,7.88,A,16,MORTGAGE,70000,24,15-30,0-8
1,8000,10.38,B,21,RENT,78000,28,15-30,11-Aug
0,2800,15.21,D,3,RENT,13000,23,0-15,13.5+
0,4000,7.51,A,5,MORTGAGE,19200,26,0-15,0-8
0,4500,14.84,D,2,MORTGAGE,110000,26,0-15,13.5+
0,3000,14.35,C,12,MORTGAGE,67675,25,0-15,13.5+
0,8000,7.14,A,1,MORTGAGE,83500,28,0-15,0-8
1,14500,10.75,B,0,MORTGAGE,45760,30,0-15,11-Aug
0,10000,7.51,A,4,MORTGAGE,89004,27,0-15,0-8
0,18250,NA,C,31,MORTGAGE,185000,34,30-45,Missing
0,1200,NA,C,16,RENT,53000,28,15-30,Missing
0,9600,NA,E,1,RENT,140000,31,0-15,Missing
0,8000,16.32,D,7,RENT,99996,26,0-15,13.5+
1,10000,NA,C,3,MORTGAGE,80000,23,0-15,Missing
1,5000,NA,D,0,RENT,24996,21,0-15,Missing
0,15000,16.32,D,11,MORTGAGE,120000,24,0-15,13.5+
0,3600,14.84,D,3,RENT,40050,27,0-15,13.5+
0,14000,7.88,A,0,RENT,105000,24,0-15,0-8
0,6000,13.23,C,6,MORTGAGE,29568,35,0-15,11-13.5
0,4500,7.88,A,2,RENT,33000,22,0-15,0-8
0,12000,13.61,C,3,RENT,96000,22,0-15,13.5+
0,1750,7.51,A,NA,RENT,9192,23,Missing,0-8
0,3000,13.61,C,4,RENT,14400,37,0-15,13.5+
1,6000,13.23,C,0,RENT,25200,23,0-15,11-13.5
0,5325,7.88,A,28,MORTGAGE,90000,28,15-30,0-8
0,5000,13.23,C,4,RENT,75000,50,0-15,11-13.5
0,2000,NA,B,3,RENT,45000,23,0-15,Missing
0,8000,11.86,B,3,RENT,60000,25,0-15,11-13.5
0,9950,7.88,A,4,RENT,86000,34,0-15,0-8
1,17000,7.88,A,1,MORTGAGE,58000,52,0-15,0-8
0,4000,7.88,A,3,MORTGAGE,35500,29,0-15,0-8
0,20000,17.19,E,5,RENT,96000,31,0-15,13.5+
0,9975,11.49,B,3,MORTGAGE,57770,27,0-15,11-13.5
0,7000,7.14,A,14,RENT,40000,29,0-15,0-8
0,4000,7.51,A,8,MORTGAGE,44196,25,0-15,0-8
0,2500,14.35,C,5,RENT,45000,22,0-15,13.5+
0,6000,7.88,A,5,MORTGAGE,36000,25,0-15,0-8
0,12000,7.14,A,18,RENT,49600,25,15-30,0-8
0,5000,11.86,B,2,OWN,30996,23,0-15,11-13.5
1,10000,15.95,D,4,MORTGAGE,71028,36,0-15,13.5+
1,5500,15.21,D,0,RENT,30000,31,0-15,13.5+
0,12000,13.98,C,30,MORTGAGE,230000,30,15-30,13.5+
0,10000,11.12,B,4,MORTGAGE,43344,28,0-15,11-13.5
0,5000,10.75,B,13,RENT,35827.2,40,0-15,11-Aug
0,9000,6.76,A,11,MORTGAGE,72000,23,0-15,0-8
1,3000,NA,C,0,RENT,42000,23,0-15,Missing
0,9250,11.86,B,0,MORTGAGE,120000,42,0-15,11-13.5
0,6000,13.23,C,36,RENT,72000,31,30-45,11-13.5
0,10000,15.58,D,16,RENT,75000,26,15-30,13.5+
0,12250,7.51,A,15,MORTGAGE,70000,30,0-15,0-8
0,9000,7.14,A,11,RENT,140000,23,0-15,0-8
0,15000,7.88,A,18,MORTGAGE,1.00E+05,25,15-30,0-8
0,15000,7.51,A,6,MORTGAGE,45000,32,0-15,0-8
0,8800,7.51,A,7,MORTGAGE,67000,22,0-15,0-8
0,25000,14.84,D,14,MORTGAGE,62570,27,0-15,13.5+
0,14000,7.88,A,5,RENT,37000,35,0-15,0-8
0,2500,13.23,C,5,RENT,40000,31,0-15,11-13.5
1,15000,11.12,B,7,MORTGAGE,106000,25,0-15,11-13.5
0,5000,6,E,14,RENT,34868.4,35,0-15,0-8
0,7500,7.88,A,4,RENT,70000,27,0-15,0-8
0,3500,13.23,C,8,MORTGAGE,73000,25,0-15,11-13.5
0,9000,7.14,A,13,MORTGAGE,75000,22,0-15,0-8
0,3600,11.12,B,2,RENT,40000,24,0-15,11-13.5
1,2600,7.14,A,NA,MORTGAGE,50340,28,Missing,0-8
0,2800,NA,A,NA,RENT,40000,29,Missing,Missing
0,25000,11.86,B,5,RENT,225000,25,0-15,11-13.5
0,4500,7.51,A,4,RENT,32000,45,0-15,0-8
0,9000,7.14,A,10,MORTGAGE,48000,34,0-15,0-8
0,1450,7.51,A,NA,RENT,10000,21,Missing,0-8
1,25000,21.64,G,12,RENT,203000,29,0-15,13.5+
0,25000,10.75,B,10,RENT,78000,31,0-15,11-Aug
0,20000,NA,D,2,MORTGAGE,36000,29,0-15,Missing
0,17500,16.32,D,NA,OWN,43873,26,Missing,13.5+
1,3000,10.75,B,1,MORTGAGE,34662,23,0-15,11-Aug
0,18000,10.38,B,14,MORTGAGE,36000,38,0-15,11-Aug
0,5100,10.75,B,26,MORTGAGE,60000,31,15-30,11-Aug
0,24250,10.75,B,10,MORTGAGE,108000,25,0-15,11-Aug
0,3000,13.23,C,2,RENT,15000,27,0-15,11-13.5
0,5500,13.23,C,2,MORTGAGE,28800,21,0-15,11-13.5
0,16750,7.88,A,11,MORTGAGE,45344,36,0-15,0-8
0,7000,16.45,E,0,RENT,24000,25,0-15,13.5+
0,10000,10.38,B,1,RENT,95000,29,0-15,11-Aug
0,1600,11.12,B,2,RENT,26880,22,0-15,11-13.5
0,20000,NA,B,29,MORTGAGE,54538,37,15-30,Missing
0,10000,10.38,B,9,RENT,38400,24,0-15,11-Aug
0,9600,7.88,A,2,RENT,80000,23,0-15,0-8
0,10000,13.23,C,17,RENT,57996,23,15-30,11-13.5
0,20000,10.38,B,27,RENT,51000,24,15-30,11-Aug
0,1000,13.98,C,0,RENT,11760,22,0-15,13.5+
0,10000,7.51,A,3,MORTGAGE,73000,39,0-15,0-8
0,4150,6.76,A,2,RENT,30000,21,0-15,0-8
0,7000,11.86,B,0,RENT,40800,24,0-15,11-13.5
0,13000,7.14,A,6,MORTGAGE,137720,27,0-15,0-8
0,16500,10.75,B,4,RENT,40428,22,0-15,11-Aug
0,7200,10.38,B,9,RENT,21600,26,0-15,11-Aug
0,4000,16.32,D,24,RENT,45000,23,15-30,13.5+
0,18250,10.75,B,6,RENT,46000,23,0-15,11-Aug
0,13000,17.93,E,3,RENT,54000,26,0-15,13.5+
0,10000,10.75,B,3,RENT,40000,23,0-15,11-Aug
0,4200,15.21,D,0,RENT,21000,28,0-15,13.5+
0,3000,NA,A,10,MORTGAGE,107000,25,0-15,Missing
0,5000,7.14,A,1,RENT,38500,33,0-15,0-8
0,10000,7.88,A,2,MORTGAGE,75000,33,0-15,0-8
0,12000,11.49,B,13,MORTGAGE,90000,31,0-15,11-13.5
0,15000,7.88,A,17,MORTGAGE,130000,24,15-30,0-8
0,8000,11.49,B,9,RENT,54590,27,0-15,11-13.5
0,4000,11.12,B,1,RENT,51000,40,0-15,11-13.5
0,15000,7.88,A,11,MORTGAGE,75000,30,0-15,0-8
1,10000,13.98,C,5,MORTGAGE,59000,36,0-15,13.5+
0,10000,7.51,A,2,RENT,72000,34,0-15,0-8
0,5000,11.86,B,7,RENT,50000,23,0-15,11-13.5
0,12000,10.38,B,15,OWN,49536,27,0-15,11-Aug
0,6000,15.21,D,3,MORTGAGE,38000,29,0-15,13.5+
0,2500,7.14,A,4,RENT,22000,21,0-15,0-8
0,7000,7.14,A,2,MORTGAGE,120000,27,0-15,0-8
0,6000,11.86,B,3,MORTGAGE,32000,31,0-15,11-13.5
0,1500,11.86,B,2,MORTGAGE,21816,21,0-15,11-13.5
0,4750,10.75,B,0,RENT,12000,24,0-15,11-Aug
0,5500,11.49,B,5,MORTGAGE,35496,28,0-15,11-13.5
0,5000,7.14,A,5,RENT,42996,24,0-15,0-8
1,23000,11.49,B,14,MORTGAGE,89000,32,0-15,11-13.5
0,2800,13.61,C,1,RENT,50000,26,0-15,13.5+
0,2000,11.12,B,4,OWN,27504,28,0-15,11-13.5
0,12000,7.88,A,18,MORTGAGE,127741,25,15-30,0-8
0,4525,7.51,A,NA,OWN,24960,22,Missing,0-8
0,10000,7.51,A,2,MORTGAGE,105000,34,0-15,0-8
0,3000,11.86,B,3,RENT,35500,29,0-15,11-13.5
0,2000,11.49,B,16,RENT,80000,25,15-30,11-13.5
0,14000,15.58,D,5,MORTGAGE,50004,22,0-15,13.5+
0,2500,7.88,A,NA,RENT,12540,21,Missing,0-8
0,4800,11.12,B,3,RENT,55000,21,0-15,11-13.5
0,4000,10.75,B,15,RENT,27000,24,0-15,11-Aug
0,15000,NA,C,0,MORTGAGE,175000,26,0-15,Missing
0,4500,11.86,B,5,MORTGAGE,61200,27,0-15,11-13.5
0,17000,7.88,A,NA,RENT,72000,25,Missing,0-8
0,19800,13.23,C,0,MORTGAGE,80000,39,0-15,11-13.5
0,15000,14.35,C,32,MORTGAGE,56000,26,30-45,13.5+
0,10750,7.51,A,4,RENT,28800,29,0-15,0-8
0,2500,7.14,A,2,RENT,39400,32,0-15,0-8
0,25000,14.84,D,16,RENT,87000,24,15-30,13.5+
0,1500,10.75,B,NA,MORTGAGE,90000,21,Missing,11-Aug
0,9000,10.38,B,7,MORTGAGE,54996,47,0-15,11-Aug
0,6000,13.98,C,6,RENT,60000,32,0-15,13.5+
0,10000,10.75,B,1,MORTGAGE,55000,23,0-15,11-Aug
0,3000,11.49,B,2,RENT,31704,34,0-15,11-13.5
0,4000,6.76,A,0,RENT,55200,27,0-15,0-8
0,7000,7.51,A,3,RENT,64000,29,0-15,0-8
0,12800,7.88,A,7,MORTGAGE,50000,22,0-15,0-8
0,9000,7.51,A,0,MORTGAGE,74000,29,0-15,0-8
0,7000,7.14,A,2,MORTGAGE,45000,36,0-15,0-8
0,15000,14.84,D,4,OWN,209000,28,0-15,13.5+
0,7800,15.58,D,2,OWN,19000,27,0-15,13.5+
0,8050,14.72,C,1,RENT,67000,27,0-15,13.5+
0,25000,15.95,D,2,RENT,95800,25,0-15,13.5+
0,10000,15.58,D,1,MORTGAGE,99996,31,0-15,13.5+
0,12000,7.88,A,13,MORTGAGE,60000,23,0-15,0-8
0,2800,10.38,B,5,RENT,28800,23,0-15,11-Aug
0,8500,15.58,D,5,RENT,43000,21,0-15,13.5+
0,1200,7.88,A,6,RENT,39996,34,0-15,0-8
0,10000,13.98,C,0,MORTGAGE,138000,36,0-15,13.5+
0,7200,7.88,A,3,MORTGAGE,60000,29,0-15,0-8
0,7000,10.75,B,4,RENT,24000,27,0-15,11-Aug
0,11000,10.38,B,5,OWN,55000,23,0-15,11-Aug
0,10000,17.19,E,NA,RENT,57000,24,Missing,13.5+
0,2700,11.86,B,4,MORTGAGE,54000,23,0-15,11-13.5
0,2500,13.61,C,11,MORTGAGE,50000,25,0-15,13.5+
0,1500,10.38,B,13,MORTGAGE,35000,41,0-15,11-Aug
0,6000,7.14,A,4,OWN,27000,36,0-15,0-8
0,4500,14.72,C,3,MORTGAGE,30000,24,0-15,13.5+
0,7000,7.88,A,2,RENT,31200,25,0-15,0-8
1,5000,16.45,E,3,RENT,43000,24,0-15,13.5+
0,12000,13.23,C,0,RENT,42000,21,0-15,11-13.5
0,7300,7.88,A,7,RENT,37086,26,0-15,0-8
1,3000,13.98,C,1,RENT,30000,24,0-15,13.5+
0,10000,14.72,C,3,RENT,36000,22,0-15,13.5+
0,3500,11.49,B,31,MORTGAGE,110000,28,30-45,11-13.5
0,5000,14.72,C,4,RENT,35004,23,0-15,13.5+
0,8500,NA,D,2,MORTGAGE,42996,23,0-15,Missing
1,5000,11.86,B,2,MORTGAGE,85000,39,0-15,11-13.5
0,22000,NA,C,31,MORTGAGE,50900,22,30-45,Missing
0,10000,NA,A,34,MORTGAGE,150000,36,30-45,Missing
0,2400,11.49,B,6,RENT,31000,28,0-15,11-13.5
0,8000,11.12,B,5,MORTGAGE,81120,38,0-15,11-13.5
0,9000,6.76,A,4,OWN,84000,35,0-15,0-8
0,15000,7.88,A,6,MORTGAGE,64000,43,0-15,0-8
0,1500,7.14,A,2,MORTGAGE,24000,28,0-15,0-8
0,25000,17.56,E,3,RENT,150000,30,0-15,13.5+
0,5000,14.84,D,11,RENT,80000,23,0-15,13.5+
1,24000,10.38,B,30,MORTGAGE,160000,61,15-30,11-Aug
0,9000,11.49,B,16,RENT,69000,23,15-30,11-13.5
0,2000,11.49,B,0,RENT,39996,36,0-15,11-13.5
0,15000,7.88,A,0,MORTGAGE,90000,28,0-15,0-8
0,10000,13.61,C,0,RENT,80000,36,0-15,13.5+
0,6000,7.14,A,1,OWN,120000,33,0-15,0-8
0,14000,7.51,A,5,MORTGAGE,69000,29,0-15,0-8
0,4000,6.76,A,8,MORTGAGE,67000,22,0-15,0-8
0,25000,20.16,G,24,MORTGAGE,66000,29,15-30,13.5+
0,5500,13.23,C,5,RENT,24000,30,0-15,11-13.5
0,7500,11.49,B,4,RENT,80000,36,0-15,11-13.5
0,12000,11.86,B,6,MORTGAGE,75000,24,0-15,11-13.5
0,4000,NA,B,29,MORTGAGE,70000,23,15-30,Missing
0,5000,7.88,A,0,RENT,45000,24,0-15,0-8
0,4750,6.39,A,16,OWN,45000,22,15-30,0-8
1,3000,11.12,B,5,RENT,27600,32,0-15,11-13.5
0,8825,11.49,B,0,RENT,50000,28,0-15,11-13.5
0,6000,14.84,D,8,RENT,55000,21,0-15,13.5+
0,15000,15.21,D,3,RENT,61584,27,0-15,13.5+
0,8500,6.76,A,5,MORTGAGE,60900,55,0-15,0-8
0,7000,10.38,B,2,RENT,22500,22,0-15,11-Aug
1,8000,10.75,B,3,RENT,18000,27,0-15,11-Aug
0,2550,11.86,B,5,OWN,48000,23,0-15,11-13.5
0,6000,10.38,B,18,MORTGAGE,120000,42,15-30,11-Aug
0,25000,16.32,D,2,MORTGAGE,275004,34,0-15,13.5+
1,13000,10.75,B,NA,RENT,45000,24,Missing,11-Aug
0,2500,NA,E,19,MORTGAGE,55200,24,15-30,Missing
0,4000,13.98,C,1,MORTGAGE,54000,22,0-15,13.5+
0,4000,13.98,C,4,MORTGAGE,70000,26,0-15,13.5+
0,15000,13.98,C,4,MORTGAGE,32112,22,0-15,13.5+
0,7000,7.51,A,4,MORTGAGE,57200,22,0-15,0-8
0,17000,7.88,A,12,RENT,84996,35,0-15,0-8
0,4000,7.88,A,0,RENT,60000,29,0-15,0-8
0,8000,15.58,D,0,RENT,58000,22,0-15,13.5+
0,4000,6.39,A,2,RENT,13200,21,0-15,0-8
0,4800,11.49,B,1,RENT,34000,28,0-15,11-13.5
0,3600,7.88,A,1,RENT,42500,37,0-15,0-8
0,7500,15.58,D,2,RENT,40000,31,0-15,13.5+
0,12000,10.38,B,0,RENT,75000,26,0-15,11-Aug
0,8000,13.61,C,0,MORTGAGE,42000,27,0-15,13.5+
0,5600,11.86,B,2,OWN,50000,22,0-15,11-13.5
0,4000,16.45,E,4,MORTGAGE,140004,24,0-15,13.5+
1,13000,7.88,A,3,MORTGAGE,37000,30,0-15,0-8
0,6500,16.32,D,3,RENT,50000,32,0-15,13.5+
0,9250,17.19,E,0,OWN,32004,23,0-15,13.5+
0,6000,15.21,D,7,MORTGAGE,28000,32,0-15,13.5+
0,9600,7.51,A,8,MORTGAGE,80000,28,0-15,0-8
0,12000,7.51,A,1,MORTGAGE,1200000,32,0-15,0-8
0,16700,7.51,A,4,MORTGAGE,39000,32,0-15,0-8
0,4000,7.14,A,5,RENT,78000,33,0-15,0-8
0,10000,NA,D,1,RENT,36000,27,0-15,Missing
0,7500,NA,C,8,RENT,45600,22,0-15,Missing
0,1000,13.98,C,0,RENT,35100,22,0-15,13.5+
0,12000,11.86,B,15,MORTGAGE,83768,59,0-15,11-13.5
0,8000,NA,A,5,RENT,28800,24,0-15,Missing
0,6000,7.51,A,0,RENT,40000,33,0-15,0-8
0,4500,6.39,A,5,MORTGAGE,47748,22,0-15,0-8
0,7100,7.88,A,1,RENT,41200,27,0-15,0-8
0,15000,7.88,A,8,MORTGAGE,98300,35,0-15,0-8
0,10000,13.98,C,11,OWN,65000,23,0-15,13.5+
0,13000,10.75,B,19,MORTGAGE,130000,28,15-30,11-Aug
